지점,지점명,일시,기온(°C),습도(%),증기압(hPa),이슬점온도(°C),일조(hr),적설(cm),지면상태(지면상태코드),지면온도(°C)
90,양양군,2023-01-15 15:00,-0.4,97,5.8,-0.8,0,11.1,,0.6
90,양양군,2023-01-15 16:00,0.1,97,6,-0.3,0,12.4,,0.6
90,양양군,2023-01-15 17:00,-0.8,97,5.6,-1.2,0,14.4,,0.6
90,양양군,2023-01-15 18:00,-1,97,5.5,-1.4,0,15.9,,0.6
90,양양군,2023-01-15 19:00,-1.2,96,5.4,-1.7,,16.1,,0.5
90,양양군,2023-01-15 20:00,-1.2,94,5.3,-2,,16.3,,0.5
90,양양군,2023-01-15 21:00,-1,89,5.1,-2.5,,16.1,,0.5
90,양양군,2023-01-15 22:00,-1.3,88,4.9,-3,,16,,0.5
90,양양군,2023-01-15 23:00,-1.7,87,4.7,-3.5,,16,,0.5
90,양양군,2023-01-16 0:00,-1.7,88,4.8,-3.4,,16,,0.5
90,양양군,2023-01-16 1:00,-1.1,82,4.6,-3.7,,15.9,,0.5
90,양양군,2023-01-16 2:00,-1.3,82,4.6,-3.9,,15.7,,0.5
90,양양군,2023-01-16 3:00,-1.9,84,4.5,-4.2,,15.6,,0.5
90,양양군,2023-01-16 4:00,-1.9,83,4.4,-4.4,,15.4,,0.5
90,양양군,2023-01-16 5:00,-2.2,84,4.4,-4.5,,15.2,,0.5
90,양양군,2023-01-16 6:00,-1.9,85,4.5,-4,,15.1,,0.5
90,양양군,2023-01-16 7:00,-2.6,84,4.2,-4.9,,15,,0.5
90,양양군,2023-01-16 8:00,-3,89,4.4,-4.5,0,14.9,,0.5
90,양양군,2023-01-16 9:00,-3.7,87,4.1,-5.5,0.1,14.7,,0.5
90,양양군,2023-01-16 10:00,-1.2,79,4.4,-4.3,1,14.6,,0.6
90,양양군,2023-01-16 11:00,0.2,67,4.2,-5.2,1,14.4,,0.6
90,양양군,2023-01-16 12:00,1,65,4.3,-4.8,0.4,14.3,,0.6
90,양양군,2023-01-16 13:00,0.5,62,3.9,-5.9,0.4,14.1,,0.6
90,양양군,2023-01-16 14:00,0.5,57,3.6,-7,0.5,13.8,,0.6
90,양양군,2023-01-16 15:00,0.4,59,3.7,-6.6,1,13.5,,0.6
90,양양군,2023-01-16 16:00,0.3,61,3.8,-6.3,1,13.5,,0.6
90,양양군,2023-01-16 17:00,-1.7,66,3.6,-7.2,1,14,,0.5
90,양양군,2023-01-16 18:00,-3.5,75,3.6,-7.2,0,13.8,,0.5
90,양양군,2023-01-16 19:00,-4.4,75,3.3,-8.1,,13.9,,0.6
90,양양군,2023-01-16 20:00,-4.2,67,3,-9.4,,13.8,,0.6
90,양양군,2023-01-16 21:00,-5.9,75,3,-9.6,,13.8,,0.6
90,양양군,2023-01-16 22:00,-6.6,78,2.9,-9.8,,13.8,,0.6
90,양양군,2023-01-16 23:00,-4.8,65,2.8,-10.3,,13.7,,0.6
90,양양군,2023-01-17 0:00,-5,59,2.5,-11.7,,13.7,,0.6
90,양양군,2023-01-17 1:00,-5.8,66,2.6,-11.1,,13.6,,0.6
90,양양군,2023-01-17 2:00,-5.9,67,2.6,-11,,13.6,,0.6
90,양양군,2023-01-17 3:00,-6,63,2.5,-11.9,,13.6,,0.6
90,양양군,2023-01-17 4:00,-6.7,68,2.5,-11.6,,13.5,,0.6
90,양양군,2023-01-17 5:00,-7.5,75,2.6,-11.1,,13.5,,0.7
90,양양군,2023-01-17 6:00,-5.5,62,2.5,-11.6,,13.5,,0.7
90,양양군,2023-01-17 7:00,-4.6,44,1.9,-15,,13.5,,0.6
90,양양군,2023-01-17 8:00,-3.9,38,1.7,-16.1,0,13.5,,0.6
90,양양군,2023-01-17 9:00,-4.4,46,2,-14.3,0,13.4,,0.6
90,양양군,2023-01-17 10:00,-3.7,50,2.3,-12.6,0,13.4,,0.7
90,양양군,2023-01-17 11:00,-2.5,43,2.2,-13.3,0,13.4,,0.7
90,양양군,2023-01-17 12:00,-1.3,43,2.4,-12.3,0,13.3,,0.8
90,양양군,2023-01-17 13:00,-0.5,47,2.8,-10.4,0,13.2,,0.8
90,양양군,2023-01-17 14:00,0,49,3,-9.4,0.1,13.1,,0.8
90,양양군,2023-01-17 15:00,0.7,48,3.1,-9,0.5,12.8,,0.8
90,양양군,2023-01-17 16:00,-0.3,54,3.2,-8.4,1,12.8,,0.8
90,양양군,2023-01-17 17:00,-0.7,49,2.8,-10.1,0.4,12.9,,0.7
90,양양군,2023-01-17 18:00,-1.2,50,2.8,-10.3,0,12.9,,0.7
90,양양군,2023-01-17 19:00,-2.2,58,3,-9.3,,12.8,,0.6
90,양양군,2023-01-17 20:00,-1.3,53,3,-9.6,,12.2,,0.7
90,양양군,2023-01-17 21:00,-2.1,58,3,-9.2,,12.1,,0.6
90,양양군,2023-01-17 22:00,-2.1,55,2.9,-9.9,,12,,0.6
90,양양군,2023-01-17 23:00,-2.9,62,3.1,-9.1,,12,,0.6
90,양양군,2023-01-18 0:00,-1.7,54,2.9,-9.8,,12,,0.6
90,양양군,2023-01-18 1:00,-1.4,54,3,-9.5,,12,,0.6
90,양양군,2023-01-18 2:00,-1.7,56,3,-9.3,,12,,0.6
90,양양군,2023-01-18 3:00,-2.2,56,2.9,-9.8,,12,,0.6
90,양양군,2023-01-18 4:00,-3.2,61,3,-9.6,,11.9,,0.5
90,양양군,2023-01-18 5:00,-2.6,54,2.7,-10.6,,12,,0.5
90,양양군,2023-01-18 6:00,-2.3,50,2.6,-11.3,,12,,0.5
90,양양군,2023-01-18 7:00,-3.8,62,2.9,-10,,11.9,,0.5
90,양양군,2023-01-18 8:00,-4.4,61,2.7,-10.8,0,11.9,,0.4
90,양양군,2023-01-18 9:00,-2.9,57,2.8,-10.2,0.9,11.9,,0.4
90,양양군,2023-01-18 10:00,-0.9,45,2.6,-11.3,1,11.8,,0.5
90,양양군,2023-01-18 11:00,0.2,44,2.7,-10.6,1,11.6,,0.6
90,양양군,2023-01-18 12:00,0.5,45,2.9,-10,1,11.4,,0.7
90,양양군,2023-01-18 13:00,0.8,45,2.9,-9.8,1,11.3,,0.8
90,양양군,2023-01-18 14:00,1,43,2.8,-10.2,1,11.2,,0.8
90,양양군,2023-01-18 15:00,0.4,47,3,-9.6,1,11.1,,0.8
90,양양군,2023-01-18 16:00,0.2,51,3.2,-8.7,1,11.2,,0.7
90,양양군,2023-01-18 17:00,-0.5,57,3.4,-7.9,1,11.8,,0.6
90,양양군,2023-01-18 18:00,-2.6,64,3.2,-8.4,0,11.8,,0.6
90,양양군,2023-01-18 19:00,-3.2,65,3.1,-8.8,,11.8,,0.5
90,양양군,2023-01-18 20:00,-4.3,71,3.2,-8.7,,11.8,,0.6
90,양양군,2023-01-18 21:00,-5.7,72,2.9,-9.9,,11.7,,0.6
90,양양군,2023-01-18 22:00,-4.6,62,2.7,-10.7,,11.7,,0.5
90,양양군,2023-01-18 23:00,-5.5,63,2.6,-11.4,,11.7,,0.4
90,양양군,2023-01-19 0:00,-5.8,65,2.6,-11.3,,11.7,,0.4
90,양양군,2023-01-19 1:00,-5.8,54,2.1,-13.6,,11.8,,0.3
90,양양군,2023-01-19 2:00,-3.9,45,2.1,-14.1,,11.8,,0.3
90,양양군,2023-01-19 3:00,-2.7,41,2.1,-14.1,,11.8,,0.3
90,양양군,2023-01-19 4:00,-2.5,40,2,-14.2,,11.8,,0.3
90,양양군,2023-01-19 5:00,-3,40,2,-14.7,,11.8,,0.2
90,양양군,2023-01-19 6:00,-2.8,42,2.1,-13.9,,11.7,,0.2
90,양양군,2023-01-19 7:00,-2.8,44,2.2,-13.3,,11.8,,0.2
90,양양군,2023-01-19 8:00,-2.1,46,2.4,-12.1,0,11.8,,0.2
90,양양군,2023-01-19 9:00,-1.4,48,2.6,-11,0.3,11.8,,0.3
90,속초,2023-01-01 0:00,3.4,42,3.3,-8.3,,,,-0.1
90,속초,2023-01-01 1:00,3,44,3.3,-8,,,,-0.3
90,속초,2023-01-01 2:00,2.7,44,3.3,-8.3,,,,-0.6
90,속초,2023-01-01 3:00,2.7,44,3.3,-8.3,,,,-0.7
90,속초,2023-01-01 4:00,2.7,41,3,-9.2,,,,-1.3
90,속초,2023-01-01 5:00,1.7,39,2.7,-10.8,,,,-1.7
90,속초,2023-01-01 6:00,1.4,36,2.4,-12,,,,-2.1
90,속초,2023-01-01 7:00,1.7,32,2.2,-13.2,,,,-2
90,속초,2023-01-01 8:00,1.7,30,2.1,-14,0.1,,,-1.7
90,속초,2023-01-01 9:00,3.2,24,1.8,-15.4,1,,,-1.1
90,속초,2023-01-01 10:00,4.4,20,1.7,-16.6,1,,,0.1
90,속초,2023-01-01 11:00,5.4,19,1.7,-16.4,1,,,3.6
90,속초,2023-01-01 12:00,6,18,1.7,-16.5,1,,,6.3
90,속초,2023-01-01 13:00,7.1,15,1.5,-17.8,1,,,7.2
90,속초,2023-01-01 14:00,7.3,14,1.4,-18.5,1,,,7.8
90,속초,2023-01-01 15:00,6.9,13,1.3,-19.7,1,,,6.4
90,속초,2023-01-01 16:00,6,12,1.1,-21.3,1,,,2.3
90,속초,2023-01-01 17:00,4.4,14,1.2,-20.8,0.7,,,0.2
90,속초,2023-01-01 18:00,3.4,14,1.1,-21.6,0,,,-0.9
90,속초,2023-01-01 19:00,2.2,15,1.1,-21.8,,,,-1.7
90,속초,2023-01-01 20:00,1.2,14,0.9,-23.4,,,,-2.2
90,속초,2023-01-01 21:00,1.8,12,0.8,-24.6,,,,-2
90,속초,2023-01-01 22:00,1.2,12,0.8,-25.1,,,,-1.7
90,속초,2023-01-01 23:00,0.7,13,0.8,-24.6,,,,-2
90,속초,2023-01-02 0:00,0.5,13,0.8,-24.8,,,,-2
90,속초,2023-01-02 1:00,-1.9,19,1,-22.5,,,,-2.7
90,속초,2023-01-02 2:00,-2,21,1.1,-21.4,,,,-4.1
90,속초,2023-01-02 3:00,-3.2,24,1.2,-20.9,,,,-3.9
90,속초,2023-01-02 4:00,-4,25,1.1,-21.1,,,,-4.2
90,속초,2023-01-02 5:00,-3.9,24,1.1,-21.5,,,,-5
90,속초,2023-01-02 6:00,-4.7,26,1.1,-21.3,,,,-4.9
90,속초,2023-01-02 7:00,-4.1,24,1.1,-21.7,,,,-4.7
90,속초,2023-01-02 8:00,-4.1,25,1.1,-21.2,0.1,,,-4.5
90,속초,2023-01-02 9:00,-2.4,24,1.2,-20.2,1,,,-3.8
90,속초,2023-01-02 10:00,0.4,20,1.3,-20,1,,,-1.7
90,속초,2023-01-02 11:00,1.2,17,1.1,-21.2,1,,,2.6
90,속초,2023-01-02 12:00,3.4,18,1.4,-18.7,1,,,5.9
90,속초,2023-01-02 13:00,3.3,23,1.8,-15.9,1,,,7.3
90,속초,2023-01-02 14:00,3.3,24,1.9,-15.3,1,,,8.3
90,속초,2023-01-02 15:00,3.8,27,2.2,-13.5,1,,,7.1
90,속초,2023-01-02 16:00,3.5,18,1.4,-18.6,1,,,1.6
90,속초,2023-01-02 17:00,1.4,20,1.4,-19.1,0.8,,,-1
90,속초,2023-01-02 18:00,0.8,21,1.4,-19.1,0,,,-1.6
90,속초,2023-01-02 19:00,-0.1,22,1.3,-19.3,,,,-2.1
90,속초,2023-01-02 20:00,-0.7,23,1.3,-19.3,,,,-2.2
90,속초,2023-01-02 21:00,-0.3,22,1.3,-19.5,,,,-2.2
90,속초,2023-01-02 22:00,-0.3,21,1.3,-20,,,,-2.9
90,속초,2023-01-02 23:00,-1.6,23,1.2,-20.1,,,,-3.5
90,속초,2023-01-03 0:00,-1.5,23,1.3,-20,,,,-3.9
90,속초,2023-01-03 1:00,-2.5,25,1.3,-19.9,,,,-4.1
90,속초,2023-01-03 2:00,-2.7,25,1.2,-20.1,,,,-4.3
90,속초,2023-01-03 3:00,-2.2,22,1.1,-21.1,,,,-4.6
90,속초,2023-01-03 4:00,-1.8,21,1.1,-21.3,,,,-4.2
90,속초,2023-01-03 5:00,-3.3,25,1.2,-20.6,,,,-3.9
90,속초,2023-01-03 6:00,-2.9,23,1.1,-21.2,,,,-5.1
90,속초,2023-01-03 7:00,-4.3,27,1.2,-20.6,,,,-5.5
90,속초,2023-01-03 8:00,-3.9,25,1.1,-21.1,0.2,,,-5.4
90,속초,2023-01-03 9:00,-1.1,25,1.4,-18.7,1,,,-4.8
90,속초,2023-01-03 10:00,0.9,23,1.5,-18,1,,,-2.2
90,속초,2023-01-03 11:00,2.7,20,1.5,-18.1,1,,,2.9
90,속초,2023-01-03 12:00,4.4,12,1,-22.6,1,,,5.9
90,속초,2023-01-03 13:00,5,10,0.9,-24.2,1,,,6.3
90,속초,2023-01-03 14:00,4.4,11,0.9,-23.6,1,,,5.8
90,속초,2023-01-03 15:00,3.4,13,1,-22.5,1,,,4.5
90,속초,2023-01-03 16:00,3.1,14,1.1,-21.9,1,,,0.8
90,속초,2023-01-03 17:00,1.4,15,1,-22.4,0.8,,,-0.8
90,속초,2023-01-03 18:00,1.1,15,1,-22.7,0,,,-1.3
90,속초,2023-01-03 19:00,-0.8,21,1.2,-20.4,,,,-2
90,속초,2023-01-03 20:00,-0.4,17,1,-22.5,,,,-2.3
90,속초,2023-01-03 21:00,-1.2,18,1,-22.5,,,,-3.1
90,속초,2023-01-03 22:00,-1.9,19,1,-22.5,,,,-3.5
90,속초,2023-01-03 23:00,-1.7,18,1,-22.9,,,,-4.1
90,속초,2023-01-04 0:00,-1.9,18,1,-23.1,,,,-4
90,속초,2023-01-04 1:00,-0.7,15,0.9,-24.2,,,,-3.9
90,속초,2023-01-04 2:00,-1.1,15,0.8,-24.5,,,,-3.1
90,속초,2023-01-04 3:00,-1,14,0.8,-25.2,,,,-3.7
90,속초,2023-01-04 4:00,-1.1,15,0.8,-24.5,,,,-3.9
90,속초,2023-01-04 5:00,-0.2,12,0.7,-26.2,,,,-2.9
90,속초,2023-01-04 6:00,-0.7,14,0.8,-24.9,,,,-3.4
90,속초,2023-01-04 7:00,-2,16,0.8,-24.5,,,,-4.8
90,속초,2023-01-04 8:00,-1.8,16,0.9,-24.3,0.2,,,-4.7
90,속초,2023-01-04 9:00,-0.2,15,0.9,-23.7,1,,,-3.4
90,속초,2023-01-04 10:00,1,14,0.9,-23.5,1,,,-1.4
90,속초,2023-01-04 11:00,2.4,12,0.9,-24.2,1,,,2.1
90,속초,2023-01-04 12:00,3.6,11,0.9,-24.2,1,,,5.3
90,속초,2023-01-04 13:00,5,11,1,-23.1,1,,,7
90,속초,2023-01-04 14:00,4.2,11,0.9,-23.7,0.9,,,5.8
90,속초,2023-01-04 15:00,3.8,12,1,-23,1,,,5.7
90,속초,2023-01-04 16:00,3.6,13,1,-22.3,1,,,1.2
90,속초,2023-01-04 17:00,2.5,14,1,-22.3,0.8,,,-0.8
90,속초,2023-01-04 18:00,0.8,16,1,-22.2,0,,,-2.2
90,속초,2023-01-04 19:00,1,15,1,-22.8,,,,-1.8
90,속초,2023-01-04 20:00,0.5,17,1.1,-21.8,,,,-2.3
90,속초,2023-01-04 21:00,0.2,18,1.1,-21.3,,,,-2.6
90,속초,2023-01-04 22:00,0.1,20,1.2,-20.2,,,,-3
90,속초,2023-01-04 23:00,0.1,22,1.4,-19.1,,,,-3.5
90,속초,2023-01-05 0:00,-1.2,25,1.4,-18.7,,,,-3.5
90,속초,2023-01-05 1:00,-0.1,23,1.4,-18.8,,,,-2.9
90,속초,2023-01-05 2:00,0.3,23,1.4,-18.4,,,,-3
90,속초,2023-01-05 3:00,0.3,25,1.6,-17.4,,,,-3.4
90,속초,2023-01-05 4:00,1.3,24,1.6,-17.1,,,,-2.2
90,속초,2023-01-05 5:00,1.1,25,1.7,-16.7,,,,-1.8
90,속초,2023-01-05 6:00,1.1,26,1.7,-16.3,,,,-1.7
90,속초,2023-01-05 7:00,-0.3,29,1.7,-16.2,,,,-2.5
90,속초,2023-01-05 8:00,0.6,27,1.7,-16.3,0.1,,,-2.4
90,속초,2023-01-05 9:00,2.4,26,1.9,-15.2,1,,,-1.9
90,속초,2023-01-05 10:00,3.6,23,1.8,-15.6,1,,,-0.3
90,속초,2023-01-05 11:00,4.4,20,1.7,-16.6,1,,,3.6
90,속초,2023-01-05 12:00,5.4,18,1.6,-17,1,,,6.8
90,속초,2023-01-05 13:00,6.2,17,1.6,-17.1,1,,,8.5
90,속초,2023-01-05 14:00,6.6,16,1.6,-17.5,1,,,9.9
90,속초,2023-01-05 15:00,6.1,17,1.6,-17.1,1,,,8
90,속초,2023-01-05 16:00,5.2,19,1.7,-16.6,1,,,2.5
90,속초,2023-01-05 17:00,3.7,22,1.7,-16.1,0.8,,,0
90,속초,2023-01-05 18:00,3.2,22,1.7,-16.5,0,,,-0.9
90,속초,2023-01-05 19:00,2.6,24,1.8,-15.9,,,,-1.3
90,속초,2023-01-05 20:00,2.1,25,1.8,-15.9,,,,-1.7
90,속초,2023-01-05 21:00,1.9,25,1.7,-16.1,,,,-2.5
90,속초,2023-01-05 22:00,1.6,25,1.7,-16.3,,,,-2.8
90,속초,2023-01-05 23:00,0.2,29,1.8,-15.7,,,,-2.3
90,속초,2023-01-06 0:00,-0.7,31,1.8,-15.7,,,,-2.8
90,속초,2023-01-06 1:00,-1,33,1.9,-15.2,,,,-2.9
90,속초,2023-01-06 2:00,0.1,33,2,-14.3,,,,-2.7
90,속초,2023-01-06 3:00,-0.2,35,2.1,-13.8,,,,-2.6
90,속초,2023-01-06 4:00,0.8,36,2.3,-12.6,,,,-2.8
90,속초,2023-01-06 5:00,1.4,35,2.4,-12.4,,,,-2.9
90,속초,2023-01-06 6:00,-0.2,43,2.6,-11.2,,,,-3
90,속초,2023-01-06 7:00,0.6,46,2.9,-9.7,,,,-3
90,속초,2023-01-06 8:00,0.5,49,3.1,-9,0,,,-3.1
90,속초,2023-01-06 9:00,2.6,41,3,-9.3,0.8,,,-1.7
90,속초,2023-01-06 10:00,4.7,43,3.7,-6.8,1,,,0.2
90,속초,2023-01-06 11:00,5.7,41,3.8,-6.5,1,,,3.6
90,속초,2023-01-06 12:00,6.3,36,3.4,-7.7,0.8,,,5.8
90,속초,2023-01-06 13:00,7.2,35,3.6,-7.2,1,,,7.1
90,속초,2023-01-06 14:00,7.7,27,2.8,-10.1,1,,,8
90,속초,2023-01-06 15:00,7,27,2.7,-10.7,0.5,,,5.2
90,속초,2023-01-06 16:00,7.2,27,2.8,-10.5,0.4,,,3.9
90,속초,2023-01-06 17:00,6.9,29,2.9,-9.9,0.8,,,2.3
90,속초,2023-01-06 18:00,5.4,28,2.5,-11.6,0,,,-0.1
90,속초,2023-01-06 19:00,4.5,31,2.6,-11.2,,,,-0.3
90,속초,2023-01-06 20:00,4.2,33,2.7,-10.6,,,,-0.1
90,속초,2023-01-06 21:00,3.5,37,2.9,-9.8,,,,-0.2
90,속초,2023-01-06 22:00,3.3,42,3.2,-8.4,,,,-0.2
90,속초,2023-01-06 23:00,3.2,44,3.4,-7.9,,,,0.2
90,속초,2023-01-07 0:00,3.7,44,3.5,-7.4,,,,0.4
90,속초,2023-01-07 1:00,3.7,43,3.4,-7.7,,,,0.4
90,속초,2023-01-07 2:00,2.7,75,5.6,-1.2,,,,0.4
90,속초,2023-01-07 3:00,0.9,92,6,-0.2,,,,0.1
90,속초,2023-01-07 4:00,1,93,6.1,0,,,,0.1
90,속초,2023-01-07 5:00,1.1,93,6.1,0,,,,0.1
90,속초,2023-01-07 6:00,1.4,93,6.2,0.3,,,,0.2
90,속초,2023-01-07 7:00,1.3,90,6.1,-0.1,,,,0
90,속초,2023-01-07 8:00,1.1,89,5.9,-0.5,0,,,0
90,속초,2023-01-07 9:00,1.4,88,6,-0.3,0,,,0
90,속초,2023-01-07 10:00,2.7,79,5.9,-0.5,0,,,0.1
90,속초,2023-01-07 11:00,4.5,70,5.9,-0.5,0.3,,,4.6
90,속초,2023-01-07 12:00,5.5,56,5.1,-2.5,1,,,6.1
90,속초,2023-01-07 13:00,6.3,52,5,-2.8,1,,,7.2
90,속초,2023-01-07 14:00,6.4,47,4.5,-4.1,1,,,7.7
90,속초,2023-01-07 15:00,5.6,48,4.4,-4.5,1,,,5.7
90,속초,2023-01-07 16:00,4.4,50,4.2,-5.1,0.8,,,2.4
90,속초,2023-01-07 17:00,3.4,51,4,-5.8,0.7,,,-0.3
90,속초,2023-01-07 18:00,2.8,51,3.8,-6.3,0,,,-0.2
90,속초,2023-01-07 19:00,2.4,51,3.7,-6.7,,,,-0.4
90,속초,2023-01-07 20:00,2.4,47,3.4,-7.7,,,,-0.5
90,속초,2023-01-07 21:00,1.3,50,3.3,-8,,,,-0.8
90,속초,2023-01-07 22:00,0.6,52,3.3,-8.1,,,,-1
90,속초,2023-01-07 23:00,0.8,51,3.3,-8.2,,,,-1.1
90,속초,2023-01-08 0:00,1,52,3.4,-7.7,,,,-1.2
90,속초,2023-01-08 1:00,0.6,53,3.4,-7.9,,,,-1.2
90,속초,2023-01-08 2:00,-0.1,56,3.4,-7.8,,,,-1.5
90,속초,2023-01-08 3:00,-1.2,60,3.4,-7.9,,,,-1.8
90,속초,2023-01-08 4:00,-0.9,54,3.1,-9,,,,-2.2
90,속초,2023-01-08 5:00,-1.2,56,3.1,-8.8,,,,-2.2
90,속초,2023-01-08 6:00,-0.9,52,3,-9.5,,,,-2.1
90,속초,2023-01-08 7:00,-1.5,55,3,-9.3,,,,-2.4
90,속초,2023-01-08 8:00,-0.5,49,2.9,-9.9,0,,,-2.4
90,속초,2023-01-08 9:00,1.4,44,3,-9.5,0.4,,,-1.2
90,속초,2023-01-08 10:00,3.3,41,3.2,-8.7,0.8,,,-0.4
90,속초,2023-01-08 11:00,6.1,42,4,-5.8,1,,,1.5
90,속초,2023-01-08 12:00,6.1,43,4.1,-5.5,1,,,3.8
90,속초,2023-01-08 13:00,7.3,34,3.5,-7.5,1,,,5.7
90,속초,2023-01-08 14:00,7.9,25,2.7,-10.9,1,,,5.9
90,속초,2023-01-08 15:00,8.4,21,2.3,-12.7,1,,,6.2
90,속초,2023-01-08 16:00,7.6,21,2.2,-13.3,1,,,2.5
90,속초,2023-01-08 17:00,6.3,23,2.2,-13.3,0.7,,,0.7
90,속초,2023-01-08 18:00,6.2,24,2.3,-12.9,0,,,0
90,속초,2023-01-08 19:00,3.9,34,2.8,-10.5,,,,-0.1
90,속초,2023-01-08 20:00,4,33,2.7,-10.8,,,,-0.1
90,속초,2023-01-08 21:00,4.6,31,2.6,-11.1,,,,-0.1
90,속초,2023-01-08 22:00,4.3,35,2.9,-9.8,,,,-0.1
90,속초,2023-01-08 23:00,6.1,33,3.1,-9,,,,0
90,속초,2023-01-09 0:00,5.7,45,4.1,-5.3,,,,0
90,속초,2023-01-09 1:00,5.2,49,4.3,-4.6,,,,0
90,속초,2023-01-09 2:00,6.4,51,4.9,-3,,,,0
90,속초,2023-01-09 3:00,5.8,53,4.9,-3,,,,0
90,속초,2023-01-09 4:00,6.3,53,5.1,-2.5,,,,0.1
90,속초,2023-01-09 5:00,6.5,55,5.3,-1.9,,,,0.3
90,속초,2023-01-09 6:00,6.4,56,5.4,-1.7,,,,0.3
90,속초,2023-01-09 7:00,7,54,5.4,-1.6,,,,0.1
90,속초,2023-01-09 8:00,6.6,52,5.1,-2.5,0,,,0.2
90,속초,2023-01-09 9:00,7.6,48,5,-2.7,0.7,,,0.1
90,속초,2023-01-09 10:00,8.8,42,4.8,-3.4,1,,,1.5
90,속초,2023-01-09 11:00,9.7,32,3.8,-6.2,1,,,6.4
90,속초,2023-01-09 12:00,7.3,59,6.1,-0.1,1,,,8.1
90,속초,2023-01-09 13:00,6.7,52,5.1,-2.4,1,,,7.9
90,속초,2023-01-09 14:00,6.5,49,4.8,-3.4,1,,,7.9
90,속초,2023-01-09 15:00,5.7,43,3.9,-5.9,1,,,6.6
90,속초,2023-01-09 16:00,5.5,43,3.9,-6.1,1,,,3.5
90,속초,2023-01-09 17:00,4.5,32,2.7,-10.8,0.9,,,1.1
90,속초,2023-01-09 18:00,3.6,30,2.4,-12.4,0,,,0
90,속초,2023-01-09 19:00,1.9,39,2.7,-10.6,,,,-0.1
90,속초,2023-01-09 20:00,2.6,43,3.2,-8.7,,,,-0.2
90,속초,2023-01-09 21:00,2.6,49,3.6,-7,,,,-0.2
90,속초,2023-01-09 22:00,2.4,43,3.1,-8.9,,,,-0.2
90,속초,2023-01-09 23:00,2.2,37,2.6,-11,,,,-0.3
90,속초,2023-01-10 0:00,2.4,33,2.4,-12.2,,,,-0.4
90,속초,2023-01-10 1:00,1.9,34,2.4,-12.3,,,,-0.4
90,속초,2023-01-10 2:00,1.2,35,2.3,-12.6,,,,-0.6
90,속초,2023-01-10 3:00,0,43,2.6,-11.1,,,,-0.6
90,속초,2023-01-10 4:00,0,46,2.8,-10.2,,,,-0.8
90,속초,2023-01-10 5:00,-0.2,47,2.8,-10.1,,,,-0.8
90,속초,2023-01-10 6:00,-1,52,3,-9.6,,,,-1.1
90,속초,2023-01-10 7:00,-1.3,53,3,-9.6,,,,-1.2
90,속초,2023-01-10 8:00,-1.3,53,3,-9.6,0,,,-1.4
90,속초,2023-01-10 9:00,0.5,53,3.4,-7.9,1,,,-1
90,속초,2023-01-10 10:00,5.2,41,3.6,-7,1,,,-0.2
90,속초,2023-01-10 11:00,7.3,39,4,-5.7,1,,,1.2
90,속초,2023-01-10 12:00,8.3,37,4.1,-5.5,1,,,2.9
90,속초,2023-01-10 13:00,9,41,4.7,-3.5,1,,,4.7
90,속초,2023-01-10 14:00,9.2,46,5.4,-1.8,1,,,6.6
90,속초,2023-01-10 15:00,8.9,46,5.2,-2.1,1,,,7.2
90,속초,2023-01-10 16:00,8.8,54,6.1,0,1,,,4.7
90,속초,2023-01-10 17:00,7.9,57,6.1,-0.1,0.9,,,2.7
90,속초,2023-01-10 18:00,5.5,62,5.6,-1.2,0,,,0.7
90,속초,2023-01-10 19:00,5,43,3.8,-6.5,,,,0.1
90,속초,2023-01-10 20:00,4.5,34,2.9,-10,,,,-0.1
90,속초,2023-01-10 21:00,3.8,33,2.6,-11,,,,-0.2
90,속초,2023-01-10 22:00,4.9,31,2.7,-10.8,,,,-0.3
90,속초,2023-01-10 23:00,3.7,34,2.7,-10.7,,,,-0.4
90,속초,2023-01-11 0:00,3.1,37,2.8,-10.2,,,,-0.4
90,속초,2023-01-11 1:00,2.9,34,2.6,-11.4,,,,-0.6
90,속초,2023-01-11 2:00,0.8,45,2.9,-9.8,,,,-0.8
90,속초,2023-01-11 3:00,3.5,44,3.5,-7.6,,,,-0.8
90,속초,2023-01-11 4:00,5.4,24,2.1,-13.6,,,,-0.7
90,속초,2023-01-11 5:00,5.4,24,2.1,-13.6,,,,-0.7
90,속초,2023-01-11 6:00,4.5,40,3.4,-7.9,,,,-0.9
90,속초,2023-01-11 7:00,6.4,28,2.7,-10.8,,,,-0.8
90,속초,2023-01-11 8:00,5.1,26,2.3,-12.8,0.1,,,-1
90,속초,2023-01-11 9:00,6.3,20,1.9,-15,1,,,-0.7
90,속초,2023-01-11 10:00,9.2,23,2.7,-10.9,1,,,-0.1
90,속초,2023-01-11 11:00,10.2,26,3.2,-8.4,1,,,1.3
90,속초,2023-01-11 12:00,11.1,23,3,-9.2,1,,,3.1
90,속초,2023-01-11 13:00,12,26,3.6,-6.9,1,,,5.4
90,속초,2023-01-11 14:00,12.1,32,4.5,-4.1,1,,,8.3
90,속초,2023-01-11 15:00,12.6,17,2.5,-11.8,1,,,8.9
90,속초,2023-01-11 16:00,11.7,17,2.3,-12.6,1,,,6.1
90,속초,2023-01-11 17:00,10.4,19,2.4,-12.2,0.9,,,3.4
90,속초,2023-01-11 18:00,9.4,19,2.2,-13.1,0,,,1.7
90,속초,2023-01-11 19:00,8,23,2.5,-11.9,,,,0.7
